umur,jenis_kelamin,pekerjaan,provinsi,gaji,is_menikah,is_keturunan,berat,tinggi,sampo,is_merokok,pendidikan,stress,botak_prob
49.0,Laki-laki,Freelance,Tanjung Pinang,8.154.256.610.019.180,1.0,0,57.868.884.042.280.800,1.567.561.752.413.700,Merpati,1.0,SMA,3.0,5.359.071.375.470.000
34.0,Laki-laki,Pengangguran,Manado,4.875.231.315.154.250,1.0,0,5.003.549.523.192.110,15.384.288.992.287.400,Deadbuoy,0.0,S1,6.0,8.491.581.757.802.970
27.0,Laki-laki,PNS,Manado,8.414.029.939.273.200,1.0,1,45.992.739.636.773.900,16.280.888.324.505.700,Shoulder & Head,1.0,S1,6.0,8.482.855.923.917.970
34.0,Laki-laki,Pegawai swasta,Pontianak,11.340.251.282.053.900,1.0,0,8.214.624.692.101.140,1.815.626.311.932.630,Merpati,1.0,S1,7.0,6.047.811.217.444.910
57.0,Laki-laki,Pegawai swasta,Yogyakarta,907.791.231.217.123,1.0,0,614.008.879.959.366,1.794.297.366.624.050,Pantone,0.0,S1,7.0,6.293.009.273.348.100
43.0,Perempuan,PNS,Jayapura,6.623.872.521.337.380,1.0,0,480.734.735.886.752,17.762.803.442.022.600,Pantone,1.0,SMA,10.0,6.874.929.430.052.440
45.0,Laki-laki,Freelance,Pangkalpinang,16.944.017.628.375.300,1.0,0,6.027.709.522.298.640,17.105.890.883.775.600,Pantone,1.0,S1,3.0,49.148.928.794.385.900
,Laki-laki,PNS,Mataram,1.361.686.136.090.910,1.0,0,54.653.640.574.643.000,1.651.071.333.304.560,Shoulder & Head,1.0,S1,5.0,6.984.511.727.284.860
42.0,Perempuan,Freelance,Pangkalpinang,6.469.291.315.089.430,1.0,0,696.590.049.871.202,17.083.028.101.367.000,Shoulder & Head,1.0,S1,10.0,46.898.162.554.625.200
30.0,Laki-laki,Pegawai swasta,Tanjungselor,7.227.838.298.402.240,1.0,0,5.102.190.369.300.370,1.708.151.561.584.500,Pantone,1.0,SMP,1.0,4.750.469.981.937.310
35.0,Laki-laki,PNS,Palembang,1.168.687.890.063.620,1.0,0,4.530.554.913.881.300,16.694.588.059.555.900,Shoulder & Head,0.0,SMA,9.0,580.380.536.169.943
24.0,Laki-laki,PNS,Gorontalo,11.525.718.880.801.600,1.0,0,5.629.095.552.892.820,1.737.955.234.132.250,Moonsilk,0.0,S1,10.0,7.045.222.707.227.360
31.0,Laki-laki,PNS,Bandung,5.089.670.644.359.090,1.0,0,5.548.591.110.772.750,17.217.911.658.411.200,Shoulder & Head,1.0,S1,6.0,5.747.248.871.040.690
36.0,Laki-laki,Pegawai swasta,Mataram,4.553.695.700.279.170,1.0,0,4.681.789.792.701.830,14.538.820.686.294.000,Moonsilk,1.0,S1,6.0,5.408.906.005.679.920
41.0,Laki-laki,PNS,Mataram,7.437.934.615.216.210,1.0,0,4.619.174.539.601.710,1.623.595.201.004.090,Deadbuoy,1.0,S2,4.0,7.228.722.602.896.380
27.0,Perempuan,Pegawai swasta,Samarinda,6.507.105.595.047.640,1.0,0,47.528.184.452.254.600,14.223.514.398.547.100,Moonsilk,0.0,S1,8.0,2.853.815.369.354.510
47.0,Laki-laki,PNS,Bengkulu,6.513.421.276.048.570,1.0,0,537.575.811.476.599,16.221.373.172.184.800,Merpati,0.0,S1,5.0,5.987.940.487.099.370
23.0,Laki-laki,PNS,Bengkulu,12.869.213.043.647.900,1.0,0,4.960.535.767.208.580,16.798.824.780.554.000,Merpati,0.0,S2,6.0,47.521.850.289.694.200
35.0,Laki-laki,PNS,Sofifi,7.436.016.842.150.810,1.0,0,582.694.872.026.199,1.617.374.829.106.590,Deadbuoy,0.0,S2,1.0,49.482.164.562.694.300
30.0,Perempuan,PNS,Sofifi,6.933.829.521.269.640,1.0,0,5.355.198.744.377.560,14.296.019.794.440.100,Pantone,0.0,SMA,3.0,42.476.170.348.405.400
55.0,Laki-laki,PNS,Jakarta,5.202.435.417.793.590,1.0,0,5.075.318.000.283.560,15.564.403.988.295.600,Deadbuoy,0.0,S2,8.0,7.429.740.450.933.590
69.0,Laki-laki,PNS,Kendari,9.179.776.033.392.510,1.0,0,4.937.548.883.914.600,17.937.854.461.571.000,Pantone,1.0,S2,7.0,8.345.562.908.090.370
48.0,Laki-laki,Pegawai swasta,Kendari,16.764.755.003.377.900,1.0,0,5.332.378.851.126.960,1.712.993.509.230.740,Moonsilk,0.0,S1,10.0,5.744.055.619.724.480
59.0,Laki-laki,Pegawai swasta,Banda Lampung,392.107.395.357.154,1.0,1,6.431.745.250.863.810,15.305.074.370.081.700,Merpati,1.0,SMA,3.0,899.359.554.493.999
26.0,Laki-laki,Pegawai swasta,Semarang,77.343.397.751.411.200,1.0,0,46.561.097.085.920.600,176.421.378.310.472,Moonsilk,1.0,S1,6.0,5.374.118.807.190.030
29.0,Laki-laki,Pegawai swasta,Gorontalo,3.841.169.565.526.870,1.0,0,682.898.544.944.827,187.036.691.705.826,Deadbuoy,1.0,S1,1.0,36.472.761.982.349.200
57.0,Perempuan,Freelance,Surabaya,5.001.744.556.620.320,1.0,0,5.001.960.399.805.670,16.387.793.054.021.200,Deadbuoy,1.0,S1,9.0,6.166.770.051.683.660
20.0,Laki-laki,Pegawai swasta,Samarinda,5.154.000.185.307.890,1.0,1,5.644.559.706.050.860,1.593.930.914.427.510,Deadbuoy,1.0,S1,4.0,6.364.436.090.578.400
28.0,Perempuan,Pegawai swasta,Bengkulu,5.909.704.627.973.030,1.0,0,4.412.057.136.280.700,16.649.660.944.718.100,Pantone,0.0,SMA,8.0,34.774.741.338.051.200
49.0,Perempuan,Pegawai swasta,Jambi,12.319.056.308.852.600,1.0,1,7.020.580.742.671.830,1.754.656.686.029.070,Deadbuoy,0.0,S1,6.0,5.631.419.231.749.710
47.0,Laki-laki,Pegawai swasta,Palu,10.420.265.838.534.400,1.0,1,5.234.199.296.209.570,1.617.341.104.772.650,Merpati,1.0,S1,7.0,9.183.453.103.659.200
22.0,Perempuan,PNS,Palu,33.202.116.083.160.600,1.0,0,9.381.160.629.525.660,1.960.737.690.779.350,Pantone,0.0,SMA,6.0,44.441.176.761.113.000
41.0,Laki-laki,PNS,Palangkaraya,3.749.993.819.877.340,1.0,1,4.267.898.279.426.540,15.863.985.672.964.200,Moonsilk,1.0,S1,7.0,9.894.302.682.762.790
38.0,Perempuan,PNS,Tanjung Pinang,931.958.794.694.788,1.0,0,4.746.739.861.903.210,1.626.182.038.124.540,Pantone,0.0,S1,4.0,3.250.386.912.444.070
31.0,Laki-laki,Pegawai swasta,Pekanbaru,13.558.104.307.350.600,1.0,1,480.838.062.966.873,16.625.763.560.641.500,Pantone,1.0,SMA,7.0,7.278.713.148.915.070
38.0,Perempuan,Pegawai swasta,Medan,6.624.481.099.957.560,1.0,1,4.923.890.521.118.840,17.034.324.532.150.900,Merpati,0.0,S1,9.0,5.950.268.385.771.190
33.0,Laki-laki,PNS,Mataram,11.873.853.219.964.600,1.0,0,62.608.876.199.985.300,17.527.776.700.634.500,Deadbuoy,1.0,S1,4.0,5.096.340.158.547.470
31.0,Perempuan,Pegawai swasta,Jakarta,1.872.376.246.746.200,1.0,0,4.641.902.627.481.370,16.629.874.946.391.500,Shoulder & Head,0.0,S1,6.0,3.624.881.921.690.450
54.0,Perempuan,Pegawai swasta,Mataram,9.961.777.079.058.010,1.0,1,5.780.116.450.206.940,15.996.768.210.705.300,Moonsilk,1.0,SMP,1.0,7.441.669.985.693.950
32.0,Perempuan,Freelance,Pangkalpinang,4.369.200.077.272.110,1.0,0,42.099.754.585.961.500,15.198.493.487.406.700,Deadbuoy,1.0,SMA,3.0,33.286.532.530.390.400
40.0,Laki-laki,PNS,Ambon,6.346.051.621.901.560,1.0,0,5.245.172.200.601.100,17.412.913.527.584.800,Shoulder & Head,1.0,S1,8.0,6.302.346.497.944.280
45.0,Laki-laki,Pegawai swasta,Sofifi,453.341.050.005.064,1.0,0,5.521.235.468.868.520,165.712.805.859.042,Merpati,1.0,S1,6.0,5.464.772.737.853.430
45.0,Perempuan,Pegawai swasta,Manado,7.763.536.428.385.220,1.0,1,7.054.730.356.907.580,16.735.527.071.921.500,Merpati,0.0,S1,9.0,6.120.690.729.426.370
32.0,Laki-laki,PNS,Mataram,6.995.408.814.776.520,1.0,0,59.548.788.417.182.100,1.548.912.397.578.930,Shoulder & Head,1.0,S1,2.0,4.590.758.215.457.500
37.0,Laki-laki,Pegawai swasta,Bandung,6.786.838.325.130.000,1.0,0,49.981.342.522.585.700,,Merpati,1.0,S1,8.0,4.796.646.576.957.520
36.0,Laki-laki,,Banda Lampung,8.840.057.836.381.710,1.0,0,586.640.118.485.748,17.112.661.752.096.900,Moonsilk,0.0,SMA,10.0,43.885.579.366.869.900
45.0,Laki-laki,PNS,Palembang,15.088.589.968.805.200,1.0,0,5.723.573.780.457.320,1.616.065.041.080.750,Shoulder & Head,0.0,S1,2.0,5.776.974.100.375.860
60.0,Laki-laki,Freelance,Bandung,4.278.910.544.097.530,1.0,1,4.759.733.917.794.350,14.815.768.235.229.200,,0.0,S1,10.0,7.578.082.606.000.090
49.0,Laki-laki,Pegawai swasta,Kendari,4.605.709.016.236.810,1.0,1,6.601.024.032.120.130,15.380.320.434.200.600,Pantone,0.0,,5.0,7.004.511.068.978.000
62.0,Perempuan,Pegawai swasta,Mamuju,6.698.481.703.352.050,1.0,0,4.995.019.525.028.020,14.075.471.345.768.700,Pantone,0.0,S1,8.0,5.132.015.258.044.330
29.0,Laki-laki,Pegawai swasta,Semarang,,1.0,1,5.268.349.303.575.200,1.611.345.482.840.320,Shoulder & Head,1.0,S1,7.0,8.554.923.110.406.500
41.0,Laki-laki,Pegawai swasta,Serang,582.716.883.056.505,1.0,0,4.910.000.237.366.830,15.060.715.448.268.300,Moonsilk,1.0,S1,7.0,6.069.748.355.513.270
42.0,Laki-laki,PNS,Manado,7.629.208.372.845.890,1.0,0,590.637.511.044.239,1.808.413.230.758.370,Moonsilk,1.0,S1,10.0,727.130.777.903.201
32.0,Perempuan,Freelance,Medan,8.146.297.414.002.050,1.0,0,8.286.497.558.037.300,18.737.428.357.943.800,Pantone,1.0,SMA,3.0,2.513.246.253.221.950
35.0,Perempuan,Pegawai swasta,Pekanbaru,11.577.449.476.633.700,1.0,1,58.164.970.996.940.900,16.010.097.684.120.100,Moonsilk,1.0,S1,10.0,7.031.939.787.675.290
30.0,Laki-laki,Pegawai swasta,Mamuju,6.969.411.950.164.950,1.0,0,47.387.063.100.675.900,15.886.408.610.987.100,Merpati,1.0,,10.0,5.975.064.577.903.600
19.0,Laki-laki,PNS,Banda Aceh,2.963.921.287.309.100,0.0,1,49.084.932.013.220.100,16.177.888.867.000.400,Pantone,1.0,S2,10.0,807.533.188.437.959
34.0,Laki-laki,Freelance,Sofifi,1.157.122.024.136.530,1.0,0,675.076.504.774.806,17.872.655.699.477.700,Shoulder & Head,0.0,SMP,10.0,482.287.490.703.863
38.0,Laki-laki,Freelance,Semarang,4.209.877.824.836.640,1.0,1,7.529.825.573.881.440,1.720.024.344.600.190,Pantone,0.0,S1,6.0,5.197.694.647.232.040
33.0,Perempuan,,Surabaya,14.874.639.870.588.500,1.0,1,6.339.106.438.332.370,1.852.591.726.825.940,Deadbuoy,0.0,S2,3.0,4.403.596.389.860.790
43.0,Laki-laki,PNS,Palangkaraya,1.956.844.775.367.990,1.0,0,5.225.056.517.806.600,16.560.856.535.831.000,Shoulder & Head,1.0,SMA,5.0,7.640.995.339.626.890
27.0,Laki-laki,PNS,Jakarta,1.293.284.905.205.200,1.0,1,4.587.304.913.030.830,17.565.518.338.234.700,Moonsilk,1.0,S1,5.0,866.439.649.239.707
59.0,Laki-laki,Freelance,Banjarmasin,65.928.104.606.390.300,1.0,0,5.519.359.782.097.380,19.053.084.832.369.900,Moonsilk,1.0,S2,1.0,5.082.895.891.783.270
39.0,Laki-laki,Pegawai swasta,Manokwari,11.825.769.016.910.500,1.0,0,5.685.436.513.058.160,174.335.229.767.628,Merpati,0.0,SMP,1.0,41.613.945.958.120.600
27.0,Laki-laki,PNS,Denpasar,9.483.147.672.724.850,1.0,0,5.223.138.568.425.340,15.808.260.687.473.500,Shoulder & Head,0.0,SMA,10.0,6.425.452.171.313.420
44.0,Laki-laki,PNS,Yogyakarta,48.599.619.620.841.200,1.0,1,5.919.728.277.690.300,1.857.620.087.147.700,Merpati,0.0,S1,8.0,8.414.044.571.628.170
51.0,Laki-laki,,Banda Lampung,680.141.379.974.641,1.0,0,4.719.388.841.829.430,16.654.461.687.642.500,Moonsilk,0.0,SMA,3.0,5.546.107.863.154.580
27.0,Laki-laki,Pengangguran,Jayapura,3.433.660.861.064.600,1.0,0,517.107.219.536.225,16.392.532.190.320.200,Merpati,0.0,S1,10.0,8.587.095.881.513.030
50.0,Laki-laki,Pegawai swasta,Palembang,457.573.670.909.757,1.0,0,4.977.226.242.107.170,162.830.121.096.041,Deadbuoy,1.0,S3,5.0,6.522.268.102.367.040
40.0,Perempuan,Pegawai swasta,Sofifi,4.448.664.195.314.950,1.0,0,60.391.214.836.575.300,1.595.712.571.004.970,Pantone,1.0,S1,1.0,3.099.331.560.105.190
50.0,Laki-laki,PNS,Mataram,593.417.231.765.233,1.0,0,6.598.404.149.313.910,16.623.416.872.379.800,Pantone,1.0,S1,1.0,6.308.048.347.458.340
35.0,Laki-laki,PNS,Bengkulu,2.172.574.343.119.560,1.0,0,56.658.088.174.855.000,17.162.003.378.515.000,Moonsilk,0.0,S1,1.0,440.200.668.756.069
37.0,Perempuan,Pegawai swasta,Manokwari,9.183.927.422.308.100,1.0,0,57.570.848.002.888.700,17.093.553.029.420.000,Pantone,0.0,S1,2.0,1.846.496.238.927.510
40.0,Laki-laki,Pegawai swasta,Denpasar,9.343.684.319.558.000,1.0,0,9.248.905.113.140.160,18.828.460.634.788.400,Merpati,1.0,SMA,7.0,48.838.201.437.779.200
37.0,Laki-laki,PNS,Bandung,15.177.687.152.001.100,1.0,1,46.473.136.602.875.400,1.636.718.918.792.860,Shoulder & Head,1.0,S1,7.0,9.199.863.550.767.870
49.0,Perempuan,PNS,Samarinda,6.289.546.808.102.990,1.0,1,7.112.396.031.430.740,16.455.179.723.244.400,Deadbuoy,0.0,S1,3.0,7.376.156.920.021.840
50.0,Laki-laki,PNS,Bandung,17.709.165.594.344.900,1.0,0,853.105.151.580.927,1.853.920.712.274.390,Pantone,0.0,SMA,4.0,5.694.295.059.892.460
39.0,Laki-laki,Pegawai swasta,Serang,12.761.448.116.847.600,1.0,1,6.625.705.566.824.210,18.300.570.667.608.400,Moonsilk,1.0,SMA,2.0,5.787.137.611.680.640
56.0,Laki-laki,PNS,Kupang,4.347.358.788.402.330,1.0,0,56.400.923.386.750.600,1.737.188.333.227.560,Shoulder & Head,0.0,S1,4.0,7.402.296.541.814.310
39.0,Laki-laki,PNS,Denpasar,9.640.310.495.638.390,1.0,0,7.874.975.940.925.030,19.020.738.166.783.800,Shoulder & Head,0.0,S2,9.0,5.785.444.662.172.990
28.0,Laki-laki,Pegawai swasta,Kupang,16.758.297.055.960.600,1.0,1,46.032.192.214.884.500,16.932.591.632.117.500,Pantone,0.0,SMA,3.0,5.541.272.124.732.100
30.0,Perempuan,Pegawai swasta,Manokwari,7.199.466.700.868.460,1.0,0,50.440.216.350.286.800,16.991.994.426.144.400,Pantone,0.0,SMP,7.0,3.834.296.997.473.140
46.0,Laki-laki,Pengangguran,Manado,7.298.243.445.173.070,1.0,0,593.798.802.948.353,16.924.846.134.273.200,Deadbuoy,0.0,SMA,3.0,8.097.916.987.841.220
41.0,Laki-laki,Pegawai swasta,Manado,12.478.321.591.663.000,1.0,0,53.018.826.897.991.700,19.005.786.882.114.500,Shoulder & Head,0.0,SMP,9.0,5.960.341.831.321.580
34.0,Perempuan,PNS,Denpasar,5.656.739.364.024.760,1.0,0,8.099.242.022.789.650,16.854.083.172.449.800,Moonsilk,0.0,S2,1.0,31.911.168.912.664.100
38.0,Perempuan,Pegawai swasta,Samarinda,6.036.855.514.891.510,1.0,1,63.435.259.848.952.800,16.623.203.544.780.200,Deadbuoy,0.0,S1,3.0,4.650.018.506.625.000
65.0,Laki-laki,PNS,Jayapura,6.981.445.588.711.500,1.0,0,5.624.058.029.425.100,1.640.411.401.847.850,Shoulder & Head,1.0,SMA,7.0,8.615.905.707.237.880
45.0,Perempuan,Pegawai swasta,Palu,14.486.432.832.732.900,1.0,1,60.443.002.182.674.900,18.416.476.228.374.400,Pantone,0.0,S1,2.0,5.655.650.493.410.030
45.0,,Freelance,Jambi,3.831.271.228.447.740,1.0,0,6.649.547.509.541.090,1.763.828.082.847.670,Moonsilk,1.0,SMA,3.0,44.501.462.447.999.800
47.0,Laki-laki,Pegawai swasta,Kupang,13.265.162.065.192.500,1.0,1,8.486.938.633.336.460,18.877.164.624.039.200,Deadbuoy,0.0,SMA,5.0,7.638.213.138.890.570
31.0,Laki-laki,Pegawai swasta,Denpasar,11.168.415.062.120.800,1.0,0,4.944.304.175.164.060,15.548.341.872.117.800,Shoulder & Head,1.0,S1,4.0,3.793.602.976.218.840
31.0,Laki-laki,Freelance,Gorontalo,3.973.941.053.940.090,1.0,0,6.161.211.890.199.540,16.140.450.979.493.300,Pantone,0.0,S1,8.0,3.873.894.044.939.960
35.0,Perempuan,Freelance,Kendari,513.328.060.431.179,1.0,0,5.001.183.022.405.300,14.942.591.626.373.800,Pantone,1.0,S2,8.0,332.342.612.847.493
28.0,Laki-laki,Pegawai swasta,Sofifi,11.883.957.312.069.700,1.0,0,6.962.142.117.476.710,171.196.766.143.532,Moonsilk,1.0,S1,5.0,
24.0,Laki-laki,Pegawai swasta,Pangkalpinang,6.157.748.859.107.010,1.0,0,56.175.158.190.140.800,15.457.822.477.418.000,Merpati,0.0,SMA,8.0,47.987.722.411.987.200
34.0,Laki-laki,Pegawai swasta,Kendari,6.631.426.479.860.480,1.0,0,8.337.696.990.409.810,19.241.937.039.686.400,Shoulder & Head,0.0,SMA,1.0,23.777.283.630.543.800
30.0,Laki-laki,PNS,Banda Aceh,36.695.974.110.739.300,1.0,0,52.698.433.749.594.800,1.800.026.537.575.570,Merpati,0.0,S1,4.0,42.785.054.866.265.300
41.0,Laki-laki,Pegawai swasta,Palangkaraya,6.151.078.484.221.200,1.0,0,4.866.245.719.878.590,15.941.036.355.506.400,Shoulder & Head,1.0,SD,3.0,5.592.771.661.225.570
,Laki-laki,Pegawai swasta,Palembang,3.317.425.858.999.720,1.0,0,6.517.018.543.085.950,1.698.405.590.671.810,Deadbuoy,0.0,SMP,,3.941.285.153.939.690
62.0,Laki-laki,Pegawai swasta,Mamuju,7.824.894.048.615.670,1.0,0,609.594.443.423.542,1.630.115.050.660.080,Deadbuoy,1.0,SMA,3.0,6.676.865.539.995.130
25.0,Laki-laki,Pegawai swasta,Medan,15.604.499.940.932.100,1.0,0,4.836.340.126.564,15.328.660.415.487.900,Deadbuoy,0.0,S1,4.0,4.701.176.683.825.250
45.0,Perempuan,Pengangguran,Samarinda,798.198.387.528.781,1.0,0,6.600.305.030.675.680,17.454.748.026.721.100,Merpati,0.0,S2,10.0,9.262.664.289.522.910
,Laki-laki,Pegawai swasta,Padang,6.635.704.028.767.870,1.0,,520.348.119.283.092,16.230.876.780.466.800,Deadbuoy,1.0,S1,2.0,5.086.671.343.627.850
35.0,Perempuan,PNS,Gorontalo,1.019.278.744.437.130,1.0,0,52.681.426.225.556.700,16.659.913.191.445.300,Deadbuoy,1.0,SMA,1.0,3.550.249.800.418.940
47.0,Laki-laki,Pegawai swasta,Mamuju,5.615.023.973.245.050,,0,5.161.606.201.612.440,16.873.835.273.182.800,Pantone,0.0,S1,3.0,48.175.905.723.825.700
50.0,Laki-laki,PNS,Bandung,7.944.694.572.654.570,1.0,1,6.418.981.418.786.360,18.165.046.646.536.300,Pantone,0.0,SMA,2.0,6.797.400.124.522.340
43.0,Laki-laki,PNS,Kupang,5.437.215.001.446.570,1.0,0,4.716.889.768.224.620,1.623.110.659.333.430,Pantone,0.0,SMP,4.0,5.979.814.126.402.920
33.0,Perempuan,Freelance,Makassar,1.461.087.810.668.910,1.0,1,5.480.682.312.035.960,18.057.164.565.932.600,Pantone,0.0,S1,10.0,42.678.629.796.918.400
22.0,Laki-laki,PNS,Pontianak,650.364.953.655.713,1.0,0,5.493.428.854.016.490,1.719.456.325.152.060,Merpati,0.0,S1,5.0,5.112.405.571.208.810
38.0,Laki-laki,PNS,Bandung,4.999.603.733.280.770,1.0,0,5.466.095.138.636.500,1.602.797.001.679.170,Moonsilk,0.0,S1,3.0,40.801.803.320.011.400
48.0,Laki-laki,Pegawai swasta,Jakarta,5.783.150.507.556.070,1.0,0,57.628.438.327.382.000,18.213.476.712.981.400,Deadbuoy,0.0,S1,10.0,5.521.189.061.896.760
20.0,Perempuan,PNS,Banda Lampung,6.024.865.623.677.410,1.0,0,5.625.479.630.199.440,16.853.228.391.163.400,Deadbuoy,0.0,S1,2.0,35.538.347.607.208.300
37.0,Perempuan,Freelance,Manokwari,8.422.357.088.840.010,1.0,0,5.238.049.368.796.130,16.401.976.496.788.300,Moonsilk,0.0,S3,8.0,7.605.989.685.926.640
40.0,Laki-laki,Pegawai swasta,Mamuju,8.276.001.014.043.470,1.0,0,54.433.126.993.293.100,1.454.646.360.867.900,Pantone,0.0,S1,9.0,5.158.087.548.182.180
33.0,Perempuan,PNS,Kupang,12.366.597.733.380.300,1.0,,,,Merpati,0.0,S1,2.0,3.642.841.495.845.980
37.0,Laki-laki,PNS,Bengkulu,910.445.575.140.122,1.0,1,6.379.525.602.745.970,17.476.152.600.623.800,Pantone,1.0,SMA,10.0,9.415.192.555.499.020
33.0,Laki-laki,Pegawai swasta,Palu,74.286.685.297.923.400,1.0,0,6.513.904.344.563.250,1.690.504.407.414.090,Moonsilk,1.0,SMA,9.0,5.951.219.614.489.850
45.0,Perempuan,Pegawai swasta,Banjarmasin,9.570.892.483.428.120,1.0,0,5.031.367.383.566.020,16.929.821.464.403.900,Deadbuoy,0.0,S1,7.0,39.373.861.254.457.400
37.0,Perempuan,PNS,Mamuju,9.122.583.388.138.800,1.0,0,48.059.618.012.968.000,17.334.088.647.509.100,Merpati,1.0,S1,4.0,473.257.127.855.992
21.0,Laki-laki,PNS,Ambon,10.027.043.017.900.300,1.0,0,46.614.384.794.867.300,16.632.658.426.981.200,Deadbuoy,0.0,SMA,4.0,5.126.746.522.725.050
49.0,Laki-laki,PNS,Jakarta,11.188.810.941.795.600,1.0,1,51.102.890.427.019.200,1.677.235.726.937.950,Deadbuoy,1.0,SMA,10.0,9.951.188.170.772.340
49.0,Perempuan,Freelance,Sofifi,8.041.168.951.352.570,1.0,0,525.163.816.363.474,18.592.830.064.857.200,Shoulder & Head,1.0,S1,6.0,38.653.913.959.500.800
41.0,Perempuan,PNS,Semarang,1.113.469.782.936.790,1.0,0,5.710.575.652.787.140,16.780.406.442.344.500,Pantone,1.0,S3,5.0,6.901.942.818.337.660
46.0,Laki-laki,Freelance,Jayapura,5.126.135.763.799.720,1.0,,48.729.044.926.781.000,1.471.139.657.076.160,Pantone,1.0,S1,8.0,722.675.064.468.097
37.0,Laki-laki,PNS,Jakarta,14.123.445.628.369.300,1.0,0,45.124.423.791.236.600,1.737.093.773.638.250,Pantone,,SMA,10.0,6.694.272.074.230.180
46.0,Laki-laki,PNS,Bengkulu,8.513.276.908.288.580,1.0,0,5.214.125.279.773.510,16.036.190.333.370.300,Shoulder & Head,1.0,SMA,9.0,7.668.512.035.453.970
26.0,Laki-laki,Freelance,Mamuju,42.891.133.891.019.600,1.0,1,8.640.130.360.595.050,15.652.738.855.073.800,Merpati,0.0,S1,8.0,5.301.796.159.653.900
38.0,Perempuan,PNS,Gorontalo,17.199.650.656.820.200,1.0,0,54.301.418.990.464.500,1.685.969.173.958.050,Moonsilk,1.0,S1,6.0,6.064.805.397.814.990
49.0,Laki-laki,Freelance,Medan,1.024.116.169.818.320,1.0,0,52.633.260.283.109.500,1.542.165.150.332.670,Merpati,1.0,S2,5.0,5.385.318.787.969.070
32.0,Laki-laki,Pegawai swasta,Mamuju,16.928.799.763.940.100,1.0,0,5.142.907.101.202.690,1.565.645.037.582.980,Pantone,0.0,S1,5.0,40.731.015.057.303.100
33.0,Laki-laki,Pegawai swasta,Makassar,5.307.161.754.337.680,1.0,1,583.849.562.300.975,1.708.890.823.231.440,Moonsilk,0.0,SMA,6.0,6.429.853.524.007.290
43.0,Perempuan,PNS,Padang,9.076.086.298.911.090,1.0,0,61.867.648.522.546.800,1.786.166.464.597.610,Deadbuoy,1.0,S1,7.0,346.066.556.940.681
38.0,Laki-laki,Freelance,Banjarmasin,11.316.045.866.200.000,1.0,1,53.801.644.460.132.200,1.509.066.216.015.490,Shoulder & Head,0.0,SMA,1.0,3.587.810.588.957.740
42.0,Laki-laki,PNS,Denpasar,15.112.233.291.293.200,1.0,0,5.308.702.956.012.170,1.590.233.633.583.620,Shoulder & Head,0.0,S1,7.0,6.025.602.746.223.740
35.0,Laki-laki,Pegawai swasta,Banjarmasin,8.631.745.565.346.800,1.0,1,4.572.184.507.940.500,16.684.926.180.141.900,Moonsilk,1.0,SMP,4.0,7.536.570.562.735.560
49.0,Laki-laki,PNS,Mamuju,4.808.914.951.853.940,1.0,0,5.249.327.271.681.690,16.937.650.038.446.000,Shoulder & Head,1.0,S2,6.0,6.373.442.441.632.140
32.0,Laki-laki,PNS,Manokwari,37.352.916.062.588.000,1.0,0,47.336.219.827.578.800,15.166.769.810.717.000,Moonsilk,0.0,SMA,2.0,43.859.341.833.984.400
21.0,Laki-laki,Pegawai swasta,Banjarmasin,10.271.124.772.850.800,1.0,0,5.016.137.100.645.390,1.636.183.661.031.660,Merpati,1.0,S2,10.0,6.188.246.231.199.060
34.0,Laki-laki,Pegawai swasta,Ambon,5.660.357.059.716.370,1.0,1,5.845.414.420.709.020,1.710.595.006.229.660,Merpati,,S1,2.0,6.622.585.494.276.240
28.0,Laki-laki,PNS,Palu,6.789.943.632.935.540,1.0,0,6.162.828.793.727.150,16.771.056.373.657.700,Merpati,1.0,S1,,6.307.050.073.613.680
34.0,Laki-laki,Freelance,Mataram,6.410.915.638.371.750,1.0,0,5.085.424.340.292.570,16.435.215.165.988.900,Shoulder & Head,0.0,SMA,4.0,26.114.452.701.950.900
28.0,Perempuan,PNS,Banjarmasin,7.878.189.924.528.820,1.0,0,665.727.880.419.868,1.505.196.983.388.840,Shoulder & Head,0.0,S2,9.0,4.946.160.498.376.730
24.0,Perempuan,Pegawai swasta,Banda Lampung,11.417.078.203.452.400,1.0,1,5.640.928.496.533.090,18.325.137.108.602.000,Pantone,1.0,SMA,9.0,7.254.130.589.220.950
47.0,Laki-laki,Pegawai swasta,Bandung,7.494.918.620.189.020,1.0,0,997.145.146.385.105,16.923.995.481.988.500,Deadbuoy,0.0,S1,1.0,480.314.980.638.405
34.0,Laki-laki,PNS,Jakarta,4.263.212.674.656.210,1.0,1,4.546.722.973.919.820,18.132.739.273.641.200,Pantone,1.0,SMA,5.0,8.189.720.573.313.870
36.0,Laki-laki,Freelance,Makassar,6.515.247.550.900.800,1.0,0,4.754.588.730.392.590,16.975.894.524.464.600,Moonsilk,1.0,S1,8.0,2.970.620.776.761.300
31.0,Perempuan,Pegawai swasta,Palu,6.873.441.322.637.430,1.0,0,46.683.304.740.825.600,16.364.417.275.597.200,Moonsilk,0.0,S1,8.0,36.049.661.791.370.500
41.0,Perempuan,Pegawai swasta,Palembang,8.952.734.095.161.430,1.0,0,5.181.892.486.075.420,16.899.587.734.265.900,Shoulder & Head,1.0,S2,3.0,4.315.540.903.349.680
